Unnamed: 0,genre,store_name,business_hours,address,url
29,ラーメン,麺匠 鶏吟,,東京都中野区沼袋1-37-6,https://tabelog.com/tokyo/A1321/A132104/13202267/
30,ラーメン,鵺,"[[''], [''], ['11:30~14:30', '18:00~23:30'], ['11:30~14:30', '18:00~23:30'], ['11:30~14:30', '18:00~23:30'], ['11:30~14:30', '18:00~23:30'], ['11:30~14:30']]",東京都中野区中野5-36-14,https://tabelog.com/tokyo/A1319/A131902/13181185/
31,ラーメン,ラーメン 武蔵家 中野本店,"[['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00']]",東京都中野区中央4-4-1 藤晃ビル　１Ｆ,https://tabelog.com/tokyo/A1319/A131902/13013524/
32,ラーメン,一蘭 中野店,"[['11:00~22:00'], ['11:00~22:00'], ['11:00~22:00'], ['11:00~22:00'], ['11:00~22:00'], ['11:00~22:00'], ['11:00~22:00']]",東京都中野区中野5-65-5 S・K中野ビル B1F,https://tabelog.com/tokyo/A1319/A131902/13201776/
33,ラーメン,らーめん蔵芸 島忠ホームズ中野本店,"[['10:00~20:00'], ['10:00~20:00'], ['10:00~20:00'], ['10:00~20:00'], ['10:00~20:00'], ['10:00~20:00'], ['10:00~20:00']]",東京都中野区南台5-24-13 島忠ホームズ中野本店　Ｂ１Ｆ,https://tabelog.com/tokyo/A1319/A131903/13103346/
34,ラーメン,牛こくラーメン まる勝,"[['11:00~16:00'], ['11:00~16:00'], ['11:00~16:00'], [], ['11:00~16:00'], ['11:00~16:00'], ['11:00~16:00']]",東京都中野区中央4-19-14,https://tabelog.com/tokyo/A1319/A131902/13171566/
35,ラーメン,めん屋 桔梗 沼袋店,"[['11:00~翌5:00'], ['11:00~翌5:00'], ['11:00~翌5:00'], ['11:00~翌5:00'], ['11:00~翌5:00'], ['11:00~翌5:00'], ['11:00~翌5:00']]",東京都中野区江古田4-6-3,https://tabelog.com/tokyo/A1321/A132104/13225409/
36,ラーメン,支那そば あまちゃん,,東京都中野区野方5-18-13,https://tabelog.com/tokyo/A1321/A132104/13189316/
37,ラーメン,麺汁食膳 好日,"[[], ['11:30~14:30', '17:30~20:30'], ['11:30~14:30', '17:30~20:30'], ['11:30~14:30', '17:30~20:30'], ['11:30~14:30', '17:30~20:30'], ['11:30~14:30', '17:30~20:30'], []]",東京都中野区東中野1-53-7 ＭＫハウス 1Ｆ,https://tabelog.com/tokyo/A1319/A131901/13001033/
38,ラーメン,福しん 鷺ノ宮店,"[['11:00~02:00'], ['11:00~02:00'], ['11:00~02:00'], ['11:00~02:00'], ['11:00~02:00'], ['11:00~02:00'], ['11:00~23:00']]",東京都中野区鷺ノ宮4-1-14,https://tabelog.com/tokyo/A1321/A132104/13113550/
39,ラーメン,龍吟軒,,東京都中野区鷺宮3-15-3,https://tabelog.com/tokyo/A1321/A132104/13198498/
40,ラーメン,らぁ麺 なとり,"[['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~1:00'], ['11:30~15:00', '17:00~21:00']]",東京都中野区中央2-5-3 中野坂上アムフラット 1F,https://tabelog.com/tokyo/A1319/A131903/13288954/
41,ラーメン,麺屋 どうげんぼうず,"[[''], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~21:00']]",東京都中野区本町4-30-11 アーク新中野 1F,https://tabelog.com/tokyo/A1319/A131902/13174732/
42,ラーメン,つけめん・らーめん かもん,,東京都中野区本町2-48-9,https://tabelog.com/tokyo/A1319/A131903/13048740/
43,ラーメン,横浜家系ラーメン春樹 野方店,"[['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00']]",東京都中野区野方6-12-7 パレ・ドール中野第3,https://tabelog.com/tokyo/A1321/A132104/13191369/
44,ラーメン,楓家,"[['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00']]",東京都中野区東中野1-50-1,https://tabelog.com/tokyo/A1319/A131901/13020727/
45,ラーメン,麺屋 越,"[[], ['11:00~15:30', '17:00~21:00'], ['11:00~15:30', '17:00~21:00'], ['11:00~15:30', '17:00~21:00'], ['11:00~15:30', '17:00~21:00'], ['11:00~15:30', '17:00~21:00'], ['11:00~15:30', '17:00~21:00']]",東京都中野区野方3-22-8,https://tabelog.com/tokyo/A1321/A132104/13286824/
46,ラーメン,味噌麺処 花道庵,"[['9:30~22:45'], ['9:30~22:45'], ['9:30~22:45'], ['9:30~22:45'], ['9:30~22:45'], ['9:30~22:45'], ['9:30~22:45']]",東京都中野区野方6-23-12,https://tabelog.com/tokyo/A1321/A132104/13055183/
47,ラーメン,日高屋 中野店,"[['10:00~21:00'], ['10:00~21:00'], ['10:00~21:00'], ['10:00~21:00'], ['10:00~21:00'], ['10:00~21:00'], ['10:00~21:00']]",東京都中野区中野5-65-10 中野サンモール濱口ビル 1F,https://tabelog.com/tokyo/A1319/A131902/13044636/
48,ラーメン,三田製麺所 中野店,"[['10:00~26:00'], ['10:00~26:00'], ['10:00~26:00'], ['10:00~26:00'], ['10:00~27:00'], ['10:00~27:00'], ['10:00~23:00']]",東京都中野区中野4-2-13,https://tabelog.com/tokyo/A1319/A131902/13155711/
49,ラーメン,横浜家系らーめん 二代目武道家,"[['10:00~2:00'], ['10:00~2:00'], ['10:00~2:00'], ['10:00~2:00'], ['10:00~2:00'], ['10:00~2:00'], ['10:00~2:00']]",東京都中野区中野3-34-32 凱旋ビル 1F,https://tabelog.com/tokyo/A1319/A131902/13090963/
50,ラーメン,点心拉満,"[['11:00~03:00'], ['11:00~03:00'], ['11:00~03:00'], ['11:00~03:00'], ['11:00~03:00'], ['11:00~03:00'], ['11:00~03:00']]",東京都中野区中野5-50-7 菅原ビル1F,https://tabelog.com/tokyo/A1319/A131902/13094637/
51,ラーメン,家系ラーメン まるみ家,,東京都中野区中野5-57-4,https://tabelog.com/tokyo/A1319/A131902/13287188/
52,ラーメン,食堂七彩,"[['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00']]",東京都中野区鷺宮3-1-12,https://tabelog.com/tokyo/A1321/A132104/13145418/
53,ラーメン,メンドコロ 天鳳,,東京都中野区中央2-30-5 ハイムタカラ 1F,https://tabelog.com/tokyo/A1319/A131903/13277105/
54,ラーメン,かしわぎ,"[['11:30~15:00'], [], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00']]",東京都中野区東中野1-36-7,https://tabelog.com/tokyo/A1319/A131901/13209326/
55,ラーメン,中華そば 仙道,"[['11:30~23:00'], ['11:30~23:00'], ['11:30~23:00'], ['11:30~23:00'], ['11:30~23:00'], ['11:30~23:00'], ['11:30~23:00']]",東京都中野区中野3-33-15 KHTビル 1F,https://tabelog.com/tokyo/A1319/A131902/13277193/
56,ラーメン,粉麺小屋,"[['11:30~14:30', '18:00~なくなり次第終了'], ['11:30~14:30', '18:00~なくなり次第終了'], ['11:30~14:30', '18:00~なくなり次第終了'], ['11:30~14:30', '18:00~なくなり次第終了'], ['11:30~14:30', '18:00~なくなり次第終了'], ['11:30~14:30'], []]",東京都中野区本町3-32-17,https://tabelog.com/tokyo/A1319/A131902/13247529/
57,ラーメン,花の華 中野店,"営業時間が「月〜日 10:30～4:00」と記載されているので、これは毎日同じ時間に営業していることを意味します。ただし、終了時間が翌日の「4:00」となっているため、これを考慮に入れて正規化する必要があります。また、定休日は「年末年始休みあり」とのことですが、具体的な日付が記載されていないため、通常の営業時間として扱います。

正規化した営業時間は以下のようになります。

```
[['10:30~4:00'], ['10:30~4:00'], ['10:30~4:00'], ['10:30~4:00'], ['10:30~4:00'], ['10:30~4:00'], ['10:30~4:00']]
```",東京都中野区中野3-33-18 中野五叉路ビル 1F,https://tabelog.com/tokyo/A1319/A131902/13091684/
58,ラーメン,横浜家系ラーメン 中野家,,東京都中野区中野5-51-1,https://tabelog.com/tokyo/A1319/A131902/13178251/
59,ラーメン,豚山 中野店,"[[''], [''], [''], [''], [''], [''], ['']]",東京都中野区中野5-54-4,https://tabelog.com/tokyo/A1319/A131902/13235889/
60,ラーメン,菜華,"[[''], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], [''], ['11:30~16:00', '18:00~23:00'], ['11:30~16:00', '18:00~23:00']]",東京都中野区中野5-55-3,https://tabelog.com/tokyo/A1319/A131902/13013574/
61,ラーメン,一富士,,東京都中野区本町4-1-1,https://tabelog.com/tokyo/A1319/A131903/13200051/
62,ラーメン,えどもんど 中野,"[['11:00~14:30', '17:30~21:00'], ['11:00~14:30', '17:30~21:00'], [], ['11:00~14:30', '17:30~21:00'], ['11:00~14:30', '17:30~21:00'], ['11:00~14:30', '17:30~21:00'], ['11:00~14:30', '17:30~21:00']]",東京都中野区中野5-56-12,https://tabelog.com/tokyo/A1319/A131902/13283099/
63,ラーメン,生姜は文化 中野店,"[['11:00~20:00'], ['11:00~20:00'], ['11:00~20:00'], ['11:00~20:00'], ['11:00~20:00'], ['11:00~20:00'], ['11:00~20:00']]",東京都中野区新井1-23-22,https://tabelog.com/tokyo/A1319/A131902/13284043/
64,ラーメン,ラーメンの店 ホープ軒 環七丸山店,"[['24時間営業'], ['24時間営業'], ['24時間営業'], ['24時間営業'], ['24時間営業'], ['24時間営業'], ['日曜営業']]",東京都中野区野方4-22-4,https://tabelog.com/tokyo/A1321/A132104/13237495/
65,ラーメン,田舎っぺラーメン,,東京都中野区中野1-32-7 第3新栄ビル 1F,https://tabelog.com/tokyo/A1319/A131902/13021463/
66,ラーメン,麺処 次男房,"[[''], ['11:00~15:00', '18:00~21:00'], ['11:00~15:00', '18:00~21:00'], ['11:00~15:00', '18:00~21:00'], ['11:00~15:00', '18:00~21:00'], ['11:00~15:00', '18:00~21:00'], ['11:00~15:30', '18:00~21:00']]",東京都中野区野方6-3-4,https://tabelog.com/tokyo/A1321/A132104/13159409/
67,ラーメン,麺尊RAGE 中野 腕刀,"```
[['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00']]
```",東京都中野区中野5-55-3,https://tabelog.com/tokyo/A1319/A131902/13270574/
68,ラーメン,麺家 ばく,"[['11:00~3:00'], ['11:00~3:00'], ['11:00~3:00'], ['11:00~3:00'], ['11:00~3:00'], ['11:00~3:00'], ['11:00~3:00']]",東京都中野区東中野4-4-3 山内ビル 1F,https://tabelog.com/tokyo/A1319/A131901/13049677/
69,ラーメン,スーパー ラーメン マジック,"[['11:00~15:00'], [], ['11:00~15:00'], ['11:00~15:00'], ['11:00~15:00'], ['11:00~15:00'], ['11:00~15:00']]",東京都中野区東中野4-9-1 第一元太ビル 2F,https://tabelog.com/tokyo/A1319/A131901/13241449/
70,ラーメン,淳之助製麺所,"[['11:00~25:00'], ['11:00~25:00'], ['11:00~25:00'], ['11:00~25:00'], ['11:00~25:00'], ['11:00~25:00'], ['11:00~25:00']]",東京都中野区上鷺宮4-16-6,https://tabelog.com/tokyo/A1321/A132102/13268533/
71,ラーメン,麺屋 はし本,"[['11:30~18:00'], [], [], ['11:30~18:00'], ['11:30~18:00'], ['11:30~15:00'], []]",東京都中野区新井1-25-4 中野ニューハウジング 1F,https://tabelog.com/tokyo/A1319/A131902/13205769/
72,ラーメン,博多ラーメン 一匠 中野店,,東京都中野区中野2-29-4 1F,https://tabelog.com/tokyo/A1319/A131902/13252021/
73,ラーメン,仙鳥ラーメン 沼袋店,,東京都中野区沼袋1-38-3,https://tabelog.com/tokyo/A1321/A132104/13188660/
74,ラーメン,横浜家系ラーメン 赤家 新井薬師前店,"[['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00'], ['12:00~13:00', '14:00~20:00']]",東京都中野区上高田3-40-5,https://tabelog.com/tokyo/A1321/A132104/13282872/
75,ラーメン,天下一品 中野店,"[['11:00~23:00'], [], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00']]",東京都中野区新井1-9-3 グレースヒルTMY 1F,https://tabelog.com/tokyo/A1319/A131902/13253244/
76,ラーメン,らあめん花月嵐 鷺宮店,"[[''], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00']]",東京都中野区鷺宮4-44-9,https://tabelog.com/tokyo/A1321/A132104/13055954/
77,ラーメン,澤神,"[['11:00~14:30', '18:00~21:00'], ['11:00~14:30', '18:00~21:00'], ['11:00~14:30', '18:00~21:00'], ['11:00~14:30', '18:00~21:00'], ['11:00~14:30', '18:00~21:00'], [], ['11:00~15:00']]",東京都中野区中央5-15-4 錦ビル　１F,https://tabelog.com/tokyo/A1319/A131902/13090671/
78,ラーメン,中華そば 青葉 中野本店,"[['10:30~21:00'], ['10:30~21:00'], ['10:30~21:00'], ['10:30~21:00'], ['10:30~21:00'], ['10:30~21:00'], ['10:30~21:00']]",東京都中野区中野5-58-1 なかのまるひる 1F,https://tabelog.com/tokyo/A1319/A131902/13001092/
79,ラーメン,麺や天鳳 中野坂上総本店,"[['11:30~25:00'], ['11:30~25:00'], ['11:30~25:00'], ['11:30~25:00'], ['11:30~25:00'], ['11:30~25:00'], ['11:30~24:00']]",東京都中野区本町3-30-10 キクエイパレス中野坂上 1F,https://tabelog.com/tokyo/A1319/A131903/13006915/
80,ラーメン,らーめん山小屋,,東京都中野区弥生町4-6-11,https://tabelog.com/tokyo/A1319/A131903/13155873/
81,ラーメン,ゴマ,"[['17:00~24:00'], ['17:00~24:00'], [], ['17:00~24:00'], ['17:00~24:00'], ['17:00~24:00'], []]",東京都中野区沼袋1-44-10,https://tabelog.com/tokyo/A1321/A132104/13006927/
82,ラーメン,三代目 やっとこ 六天魔,"[[''], ['11:30~16:30', '17:30~23:00'], ['11:30~16:30', '17:30~23:00'], ['11:30~16:30', '17:30~23:00'], ['11:30~16:30', '17:30~23:00'], ['11:30~16:30', '17:30~23:00'], ['11:30~16:30', '17:30~23:00']]",東京都中野区中央2-47-4,https://tabelog.com/tokyo/A1319/A131903/13226059/
83,ラーメン,麺々,"[['11:00~14:45', '17:30~21:00'], ['11:00~14:45', '17:30~21:00'], ['11:00~14:45', '17:30~21:00'], [], [], ['11:00~14:45', '17:30~21:00'], ['11:00~14:45', '17:30~21:00']]",東京都中野区鷺宮4-3-19,https://tabelog.com/tokyo/A1321/A132104/13026286/
84,ラーメン,スパイスラーメン やるき,"[['11:30~14:00', '17:00~21:00'], ['11:30~14:00', '17:00~21:00'], ['11:30~14:00', '17:00~21:00'], ['11:30~14:00', '17:00~21:00'], ['11:30~14:00', '17:00~21:00'], ['11:30~14:00', '17:00~21:00'], []]",東京都中野区本町4-36-7 2F,https://tabelog.com/tokyo/A1319/A131902/13261529/
85,ラーメン,つけ麺 しろぼし,"[[''], ['11:00~14:00'], ['11:00~14:00'], ['11:00~15:00'], ['11:00~14:00'], ['11:00~14:00'], ['11:00~15:00']]",東京都中野区東中野5-6-8 三和マンション 1F,https://tabelog.com/tokyo/A1319/A131901/13175897/
86,ラーメン,勝楽,"[['10:30~14:00', '18:00~20:00'], ['10:30~14:00', '18:00~20:00'], ['10:30~14:00', '18:00~20:00'], ['10:30~14:00', '18:00~20:00'], ['10:30~14:00', '18:00~20:00'], ['10:30~14:00', '18:00~20:00'], []]",東京都中野区本町5-42-4,https://tabelog.com/tokyo/A1319/A131903/13062422/
87,ラーメン,豚味,,東京都中野区弥生町2-27-10,https://tabelog.com/tokyo/A1319/A131903/13208930/
88,ラーメン,豚野郎,"```
[[], ['11:30~14:30', '18:00~21:30'], ['11:30~14:30', '18:00~21:30'], ['11:30~14:30', '18:00~21:30'], ['11:30~14:30', '18:00~21:30'], ['11:30~14:30', '18:00~21:30'], ['11:30~14:30', '18:00~21:30']]
```",東京都中野区中野1-41-45,https://tabelog.com/tokyo/A1319/A131902/13155159/
89,ラーメン,味噌の大将 江古田店,,東京都中野区江原町3-39-4,https://tabelog.com/tokyo/A1321/A132101/13235999/
90,ラーメン,大勝軒 中野,"[['10:30~19:00'], ['10:30~19:00'], [], ['10:30~19:00'], ['10:30~19:00'], ['10:30~19:00'], ['10:30~19:00']]",東京都中野区中野3-33-13 第２ビル　１Ｆ,https://tabelog.com/tokyo/A1319/A131902/13001080/
91,ラーメン,味七,"[[''], ['11:30~20:00'], ['11:30~20:00'], ['11:30~20:00'], ['11:30~20:00'], ['11:30~20:00'], ['11:30~20:00']]",東京都中野区中野5-56-13,https://tabelog.com/tokyo/A1319/A131902/13001094/
92,ラーメン,麺や天鳳 東中野店,,東京都中野区東中野3-14-21 GSビル 1F,https://tabelog.com/tokyo/A1319/A131901/13108607/
93,ラーメン,輝道家,,東京都中野区野方5-24-6 松金ビル 1F,https://tabelog.com/tokyo/A1321/A132104/13221750/
94,ラーメン,らーめん大 中野店,,東京都中野区新井2-10-9 窪寺工業ビル １Ｆ,https://tabelog.com/tokyo/A1321/A132104/13139722/
95,ラーメン,福しん 新井薬師店,,東京都中野区新井5-26-7,https://tabelog.com/tokyo/A1321/A132104/13246288/
96,ラーメン,究極のにぼし味噌らーめん 人間ばんざい,"[['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00'], ['11:30~15:00', '18:00~22:00']]",東京都中野区東中野4-30-16 ライオンズマンション中野東 1F,https://tabelog.com/tokyo/A1321/A132104/13205405/
97,ラーメン,らあめん花月嵐 中野坂上店,"[['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00']]",東京都中野区中央2-2-9,https://tabelog.com/tokyo/A1319/A131903/13231298/
98,ラーメン,野方ホープ 中野店,"[['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~26:00'], ['11:00~28:00'], ['11:00~28:00']]",東京都中野区新井2-2-1 1F,https://tabelog.com/tokyo/A1319/A131902/13188693/
