西調布ハーモニー歯科クリニック,,"[['10:00～19:00'], ['10:00～19:00'], [], ['10:00～19:00'], ['10:00～19:00'], ['10:00～18:00'], ['10:00～18:00']]"
ビーノ御徒町歯科クリニック,,"[['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00'], ['09:30～13:30', '14:30～19:00']]"
二子玉川ＯＭ歯科クリニック,,"[['10:00～14:00', '15:30～19:30'], ['10:00～14:00', '15:30～19:30'], ['10:00～14:00', '15:30～19:30'], [], [], ['10:00～14:00', '15:30～19:30'], []]"
芥川歯科,,"[['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '14:00～18:00'], []]"
デンタルクリニック江戸川橋,,"[['09:30～13:30', '14:30～19:30'], ['09:30～13:30', '14:30～19:30'], ['09:30～13:30', '14:30～17:00'], [], ['09:30～13:30', '14:30～19:30'], ['09:30～14:00'], []]"
エヌ・エイ歯科クリニック,,"[['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], [], []]"
板橋ステーション歯科,,"[['09:30～13:00', '14:00～19:30'], ['09:30～13:00', '14:00～19:30'], ['09:30～13:00', '14:00～19:30'], ['09:30～13:00', '14:00～19:30'], ['09:30～13:00', '14:00～19:30'], ['09:30～12:30', '13:30～16:30'], ['09:30～12:30', '13:30～16:30']]"
 新宿西口歯科医院,,"[['09:30～13:00', '14:00～20:00'], ['09:30～13:00', '14:00～20:00'], ['09:30～13:00', '14:00～20:00'], ['09:30～13:00', '14:00～20:00'], ['09:30～13:00', '14:00～20:00'], ['09:30～13:00', '14:00～19:00'], ['09:30～13:00', '14:00～17:00']]"
にじいろマイクロスコープ・セラミック歯科医院,,"[['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00'], []]"
有楽町デンタルオフィス,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], [], []]"
マナミ歯科クリニック,,"[['10:00～21:00'], ['10:00～21:00'], ['10:00～21:00'], ['10:00～21:00'], ['10:00～21:00'], ['10:00～19:00'], ['10:00～19:00']]"
祐天寺歯科クリニック,,"[['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], [], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～18:00'], []]"
萩原歯科医院,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], [], ['09:00～13:00', '14:30～18:00'], [], []]"
中延昭和通り歯科,,"[['09:30～13:30', '15:00～20:30'], [], ['09:30～13:30', '15:00～20:30'], ['09:30～13:30', '15:00～20:30'], ['09:30～13:30', '15:00～20:30'], ['09:30～13:30', '14:30～18:00'], ['09:30～13:30', '14:30～18:00']]"
府中エンライトデンタルクリニック,,"[['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], [], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], []]"
かなまち志田歯科,,"[['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], [], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～18:00'], []]"
市川矯正歯科医院,,"[['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['10:30～14:00', '15:00～19:00'], [], [], ['09:30～13:00', '14:30～18:00'], []]"
進藤歯科医院,,"[['09:30～12:00', '14:00～18:00'], ['09:30～12:00', '14:00～18:00'], ['09:30～12:00', '14:00～18:00'], [], ['09:30～12:00', '14:00～18:00'], ['09:30～12:00', '14:00～16:30'], []]"
池尻大橋てるい歯科,,"[[], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], []]"
ドルミーレデンタルオフィス表参道,,"[['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], []]"
高野デンタルクリニック,,"[['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～18:00'], []]"
神山歯科医院,,"[['09:40～13:00', '14:40～19:00'], ['09:40～13:00', '14:40～19:00'], ['09:40～13:00', '14:40～19:00'], [], ['09:40～13:00', '14:40～19:00'], ['09:40～13:00', '14:40～17:00'], []]"
EST Dental Care 南青山,,"[['10:30～13:00', '14:00～19:00'], ['10:30～13:00', '14:00～19:00'], ['10:30～13:00', '14:00～19:00'], [], ['10:30～13:00', '14:00～19:00'], ['10:30～13:00', '14:00～19:00'], []]"
碑文谷デンタルオフィス,,"[[], ['09:30～13:30', '14:30～17:30'], ['09:30～13:30', '14:30～17:30'], ['09:30～13:30', '14:30～17:30'], ['09:30～13:30', '14:30～17:30'], ['09:30～13:30', '14:30～17:30'], []]"
綾瀬駅前りょうデンタルクリニック,,"[['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], [], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:30']]"
ひばりの森歯科,,"[['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], [], ['09:00～13:00', '14:00～17:00'], ['09:00～13:00', '14:00～17:00']]"
ハートリーフ歯科クリニック東大島,,"[['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30'], ['10:00～13:30', '14:30～19:30']]"
峯歯科　広尾商店街,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], [], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～16:00'], ['09:00～16:00']]"
うすい歯科・矯正歯科クリニック,,"[['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], [], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～15:30'], []]"
江本歯科クリニック 代沢インプラントセンター,,"[['10:00～12:30', '14:30～18:30'], ['10:00～12:30', '14:30～18:30'], ['10:00～12:30', '14:30～18:30'], [], ['10:00～12:30', '14:30～17:00'], ['10:00～12:30', '14:30～16:30'], []]"
津田デンタルクリニック,,"[['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], ['10:00～13:00'], []]"
いわし歯科,,"[['09:30～13:00', '15:00～18:30'], ['09:30～13:00', '15:00～18:30'], ['09:30～13:00', '15:00～18:30'], ['09:30～13:00', '15:00～18:30'], ['09:30～13:00', '15:00～18:30'], [], []]"
江本歯科,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], [], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00'], []]"
高野歯科クリニック,,"[['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['08:30～12:30', '13:00～17:00'], []]"
ヘルシーライフデンタルクリニック,,"[['09:45～13:00', '14:30～19:00'], ['09:45～13:00', '14:30～19:00'], ['09:45～13:00', '14:30～19:00'], ['09:45～13:00', '14:30～19:00'], ['09:45～13:00', '14:30～19:00'], [], []]"
プルチーノデンタルクリニック,,"[['09:30～12:30', '14:30～18:00'], ['09:30～12:30', '14:30～18:00'], ['09:30～12:30', '14:30～18:00'], [], ['09:30～12:30', '14:30～18:00'], ['09:00～11:30', '13:00～17:00'], []]"
のもとデンタルクリニック,,"[['09:30～13:00', '14:30～21:00'], ['09:30～13:00', '14:30～21:00'], [], [], ['09:30～13:00', '14:30～21:00'], ['09:30～13:00'], []]"
谷村歯科医院,,"[['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], [], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:00'], []]"
タカベデンタルクリニック,,"[['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], [], []]"
クイーンズ歯科,,"[[], ['11:30～20:00'], ['11:30～20:00'], ['11:30～17:00'], ['11:30～20:00'], ['11:30～20:00'], []]"
ハート歯科クリニック,,"[['09:00～13:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～18:00']]"
宮下歯科室,,"[['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], [], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～17:00'], []]"
銀座クリスタルデンタルオフィス,,"[['10:00～13:00', '14:00～21:15'], ['14:00～21:00'], ['10:00～18:00'], ['10:00～13:00', '14:00～21:15'], ['10:00～13:00', '14:00～21:15'], ['10:00～13:00'], []]"
こどもと女性の歯科クリニック,,"[['08:30～13:00', '14:00～18:00'], ['08:30～13:00', '14:00～18:00'], ['08:30～13:00', '14:00～18:00'], ['08:30～13:00', '14:00～18:00'], [], ['08:30～13:00', '14:00～18:00'], []]"
稲城にじいろ歯科・矯正歯科,,"[['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], [], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], []]"
原澤歯科,,"[['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～18:00'], ['09:00～12:00', '14:30～18:00']]"
マーレデンタルクリニック,,"[['10:30～14:00', '16:00～19:00'], ['10:30～14:00', '16:00～19:00'], ['10:30～14:00', '16:00～19:00'], [], ['10:30～14:00', '16:00～19:00'], ['10:30～14:00'], []]"
昭島デンタルクリニック,,"[['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00'], []]"
代官山デンタルサロン,,"[['10:00～13:00', '14:00～19:00'], ['10:00～13:00', '14:00～19:00'], ['10:00～13:00', '14:00～19:00'], [], ['10:00～13:00', '14:00～19:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～17:00']]"
アベニュー歯科クリニック大泉学園,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00'], [], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], []]"
錦糸町マルエツMiniデンタルクリニック,,"[['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], [], ['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～18:30'], []]"
リアム歯科クリニック東大島,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], []]"
えいふく総合エキ歯科,,"[['09:00～19:00'], ['09:00～19:00'], ['09:00～19:00'], ['09:00～19:00'], ['09:00～19:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00']]"
山本歯科,,"[['09:30～13:00', '14:00～19:00'], ['09:30～13:00', '14:00～19:00'], ['09:30～13:00', '14:00～19:00'], ['09:30～13:00', '14:00～19:00'], ['09:30～13:00', '14:00～19:00'], [], []]"
つきおか歯科医院,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00'], []]"
マニーデンタルクリニック,,"[['12:00～13:30', '15:00～20:00'], [], ['10:00～13:30', '15:00～18:00'], ['10:00～13:30', '15:00～18:00'], ['12:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～18:00'], []]"
ひのまる歯科,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], ['10:00～13:00', '14:30～19:00'], [], []]"
細田歯科医院,,"[['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～17:00'], []]"
麻布デンティスト歯科・口腔外科,,"[['10:00～14:00', '15:00～19:00'], [], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00']]"
池袋駅東口つのり歯科,,"[['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], [], ['10:00～13:00', '14:30～19:30'], ['09:00～12:00', '13:00～17:00'], []]"
AO1 DENTAL CLINIC,,"[['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:00', '14:00～17:00'], []]"
阿部歯科医院,,"[['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], ['10:00～13:00', '14:00～18:00'], [], []]"
恵比寿南橋デンタルクリニック,,"[['09:30～19:00'], ['09:30～19:00'], ['09:30～19:00'], ['09:30～19:00'], ['09:30～19:00'], ['10:00～18:00'], []]"
オリオン歯科NBFコモディオ汐留クリニック,,"[['10:00～19:00'], ['11:30～20:00'], ['10:00～19:00'], ['10:00～19:00'], ['10:00～19:00'], [], []]"
大畑歯科医院,,"[['10:00～13:30', '15:00～19:00'], [], [], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['09:00～13:00']]"
赤坂バンデ歯科・矯正歯科,,"[['10:00～14:30', '15:30～21:00'], ['10:00～14:30', '15:30～21:00'], ['10:00～14:30', '15:30～21:00'], ['10:00～14:30', '15:30～21:00'], ['10:00～14:30', '15:30～21:00'], ['11:00～17:00'], ['11:00～17:00']]"
新宿オークタワー歯科クリニック　エステティック&インプラント,,"[['10:30～14:00', '15:30～20:00'], ['09:30～13:30', '15:00～19:30'], ['10:30～14:00', '15:30～20:00'], ['09:30～13:30', '15:00～19:30'], ['10:30～14:00', '15:30～20:00'], [], []]"
アトラスタワーデンタルオフィス,,"[[], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], []]"
下北沢駅前歯科クリニック,,"[['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['09:30～13:30', '14:30～18:30'], ['09:30～13:30', '14:30～18:30']]"
東京神楽坂歯科,,"[['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], [], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], ['09:30～13:00', '14:00～18:00'], []]"
医療法人社団山手会 アトラスタワーデンタルクリニック,,"[[], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], ['10:30～13:00', '15:00～19:30'], []]"
日本橋浜町　渡辺歯科医院,,"[['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], [], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], []]"
洋デンタルオフィス広尾,,"[['10:00～13:00', '14:30～18:00'], ['10:00～13:00'], ['10:00～13:00', '14:30～18:00'], [], ['10:00～13:00', '14:30～18:00'], ['10:00～15:00'], []]"
麻布十番歯科オーラルケア,,"[['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～12:00', '14:30～20:00'], ['09:00～17:00'], ['09:00～17:00']]"
勝俣歯科医院,,"[['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～18:00']]"
オアシス歯科クリニック,,"[['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], [], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～20:00']]"
八重洲中央歯科,,"[['10:00～19:30'], ['10:00～19:00'], ['12:00～19:00'], ['10:00～19:30'], ['10:00～19:30'], ['10:00～18:30'], []]"
かわべ歯科医院,,"[['10:00～12:30', '14:30～20:00'], ['10:00～12:30', '14:30～20:00'], ['14:00～20:00'], ['10:00～12:30', '14:30～20:00'], ['10:00～12:30', '14:30～20:00'], ['09:30～13:30'], []]"
藤岡デンタルクリニック,,"[['09:00～13:00', '15:00～18:00'], ['09:00～13:00', '15:00～18:00'], ['09:00～13:00', '15:00～18:00'], ['09:00～13:00', '15:00～18:00'], ['09:00～13:00', '15:00～18:00'], [], []]"
阿佐ヶ谷パール歯科・矯正歯科,,"[['10:00～13:00', '14:30～21:00'], ['10:00～13:00', '14:30～21:00'], ['10:00～13:00', '14:30～21:00'], ['10:00～13:00', '14:30～21:00'], ['10:00～13:00', '14:30～21:00'], ['09:00～17:00'], ['09:00～17:00']]"
八木下歯科医院,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00'], []]"
